grade,model,prompt,student_id,mean_acc,std_acc,n_reps
4,claude-sonnet-4-5-20250929,combined,0,0.2121212121212121,0.0,1
4,claude-sonnet-4-5-20250929,combined,1,0.18989898989898987,0.024115831083461256,5
4,claude-sonnet-4-5-20250929,combined,2,0.303030303030303,0.018897259529161325,5
4,claude-sonnet-4-5-20250929,combined,3,0.3737373737373737,0.020202020202020225,5
4,claude-sonnet-4-5-20250929,combined,4,0.4444444444444445,0.018897259529161308,5
4,claude-sonnet-4-5-20250929,combined,5,0.5212121212121212,0.023254271582265305,5
4,claude-sonnet-4-5-20250929,combined,6,0.5515151515151515,0.013551927136362385,5
4,claude-sonnet-4-5-20250929,combined,7,0.397979797979798,0.020945900356896696,5
4,claude-sonnet-4-5-20250929,combined,8,0.2585858585858586,0.011516923485849904,5
4,claude-sonnet-4-5-20250929,combined,9,0.32525252525252524,0.008451111379132062,5
4,claude-sonnet-4-5-20250929,combined,10,0.4141414141414142,0.015971099293779746,5
4,claude-sonnet-4-5-20250929,combined,11,0.3151515151515152,0.013170105869096326,5
4,claude-sonnet-4-5-20250929,combined,12,0.43030303030303035,0.011516923485849881,5
4,claude-sonnet-4-5-20250929,combined,13,0.4161616161616162,0.02979369940152052,5
4,claude-sonnet-4-5-20250929,combined,14,0.5555555555555556,0.007142492739258056,5
4,claude-sonnet-4-5-20250929,combined,15,0.6666666666666666,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,0,0.4141414141414141,0.0,1
4,claude-sonnet-4-5-20250929,few_shot,1,0.5212121212121212,0.005532551085910784,5
4,claude-sonnet-4-5-20250929,few_shot,2,0.6808080808080808,0.011516923485849906,5
4,claude-sonnet-4-5-20250929,few_shot,3,0.5838383838383838,0.02614581637483798,5
4,claude-sonnet-4-5-20250929,few_shot,4,0.7151515151515151,0.008451111379132055,5
4,claude-sonnet-4-5-20250929,few_shot,5,0.703030303030303,0.015318940291013225,5
4,claude-sonnet-4-5-20250929,few_shot,6,0.696969696969697,0.012371160317086802,5
4,claude-sonnet-4-5-20250929,few_shot,7,0.7272727272727273,0.010101010101010112,5
4,claude-sonnet-4-5-20250929,few_shot,8,0.7252525252525253,0.00845111137913209,5
4,claude-sonnet-4-5-20250929,few_shot,9,0.6828282828282829,0.018349396085439337,5
4,claude-sonnet-4-5-20250929,few_shot,10,0.7696969696969697,0.011065102171821542,5
4,claude-sonnet-4-5-20250929,few_shot,11,0.7878787878787878,0.007142492739258082,5
4,claude-sonnet-4-5-20250929,few_shot,12,0.6424242424242425,0.011516923485849881,5
4,claude-sonnet-4-5-20250929,few_shot,13,0.7232323232323232,0.005532551085910805,5
4,claude-sonnet-4-5-20250929,few_shot,14,0.8222222222222223,0.005532551085910757,5
4,claude-sonnet-4-5-20250929,few_shot,15,0.797979797979798,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,0,0.0505050505050505,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,1,0.030303030303030304,0.007142492739258059,5
4,claude-sonnet-4-5-20250929,rule_based,2,0.04040404040404041,0.0,5
4,claude-sonnet-4-5-20250929,rule_based,3,0.08888888888888888,0.013170105869096251,5
4,claude-sonnet-4-5-20250929,rule_based,4,0.16363636363636364,0.008451111379132086,5
4,claude-sonnet-4-5-20250929,rule_based,5,0.15353535353535352,0.008451111379132072,5
4,claude-sonnet-4-5-20250929,rule_based,6,0.16969696969696968,0.014982219165849821,5
4,claude-sonnet-4-5-20250929,rule_based,7,0.26666666666666666,0.025353334137396214,5
4,claude-sonnet-4-5-20250929,rule_based,8,0.08888888888888888,0.008451111379132068,5
4,claude-sonnet-4-5-20250929,rule_based,9,0.09494949494949494,0.005532551085910759,5
4,claude-sonnet-4-5-20250929,rule_based,10,0.11313131313131312,0.013170105869096255,5
4,claude-sonnet-4-5-20250929,rule_based,11,0.2363636363636364,0.018349396085439368,5
4,claude-sonnet-4-5-20250929,rule_based,12,0.26464646464646463,0.01106510217182154,5
4,claude-sonnet-4-5-20250929,rule_based,13,0.4222222222222222,0.01317010586909634,5
4,claude-sonnet-4-5-20250929,rule_based,14,0.41010101010101,0.009034618090908293,5
4,claude-sonnet-4-5-20250929,rule_based,15,0.5858585858585859,0.0,1
4,deepseek-chat,combined,0,0.3535353535353535,0.0,1
4,deepseek-chat,combined,1,0.6080808080808081,0.018069236181816477,5
4,deepseek-chat,combined,2,0.6626262626262627,0.009034618090908211,5
4,deepseek-chat,combined,3,0.7555555555555555,0.011065102171821576,5
4,deepseek-chat,combined,4,0.6464646464646464,0.012371160317086755,5
4,deepseek-chat,combined,5,0.7595959595959596,0.011065102171821484,5
4,deepseek-chat,combined,6,0.6909090909090909,0.020945900356896648,5
4,deepseek-chat,combined,7,0.8505050505050505,0.004517309045454094,5
4,deepseek-chat,combined,8,0.6747474747474748,0.008451111379132084,5
4,deepseek-chat,combined,9,0.7333333333333333,0.005532551085910762,5
4,deepseek-chat,combined,10,0.7373737373737373,0.010101010101010116,5
4,deepseek-chat,combined,11,0.8202020202020203,0.004517309045454098,5
4,deepseek-chat,combined,12,0.6909090909090909,0.019690493625876684,5
4,deepseek-chat,combined,13,0.7777777777777778,0.0,5
4,deepseek-chat,combined,14,0.7515151515151516,0.009034618090908211,5
4,deepseek-chat,combined,15,0.898989898989899,0.0,1
4,deepseek-chat,few_shot,0,0.898989898989899,0.0,1
4,deepseek-chat,few_shot,1,0.901010101010101,0.004517309045454077,5
4,deepseek-chat,few_shot,2,0.8868686868686868,0.004517309045454077,5
4,deepseek-chat,few_shot,3,0.8727272727272727,0.009034618090908188,5
4,deepseek-chat,few_shot,4,0.9212121212121213,0.0045173090454541185,5
4,deepseek-chat,few_shot,5,0.905050505050505,0.009034618090908227,5
4,deepseek-chat,few_shot,6,0.901010101010101,0.004517309045454077,5
4,deepseek-chat,few_shot,7,0.9212121212121213,0.0045173090454541185,5
4,deepseek-chat,few_shot,8,0.9171717171717171,0.004517309045454133,5
4,deepseek-chat,few_shot,9,0.9171717171717171,0.004517309045454133,5
4,deepseek-chat,few_shot,10,0.9191919191919192,0.0,5
4,deepseek-chat,few_shot,11,0.9272727272727274,0.004517309045454077,5
4,deepseek-chat,few_shot,12,0.9171717171717171,0.004517309045454133,5
4,deepseek-chat,few_shot,13,0.9212121212121213,0.0045173090454541185,5
4,deepseek-chat,few_shot,14,0.9373737373737374,0.004517309045454133,5
4,deepseek-chat,few_shot,15,0.9191919191919192,0.0,1
4,deepseek-chat,rule_based,0,0.5353535353535354,0.0,1
4,deepseek-chat,rule_based,1,0.7393939393939395,0.013170105869096253,5
4,deepseek-chat,rule_based,2,0.703030303030303,0.005532551085910736,5
4,deepseek-chat,rule_based,3,0.8181818181818181,0.0,5
4,deepseek-chat,rule_based,4,0.7313131313131314,0.005532551085910722,5
4,deepseek-chat,rule_based,5,0.7737373737373737,0.009034618090908227,5
4,deepseek-chat,rule_based,6,0.7373737373737373,0.0,5
4,deepseek-chat,rule_based,7,0.81010101010101,0.013170105869096333,5
4,deepseek-chat,rule_based,8,0.7919191919191919,0.011516923485849881,5
4,deepseek-chat,rule_based,9,0.8666666666666666,0.008451111379132091,5
4,deepseek-chat,rule_based,10,0.8505050505050505,0.004517309045454094,5
4,deepseek-chat,rule_based,11,0.8909090909090909,0.004517309045454133,5
4,deepseek-chat,rule_based,12,0.8323232323232324,0.015318940291013243,5
4,deepseek-chat,rule_based,13,0.8787878787878787,0.007142492739258023,5
4,deepseek-chat,rule_based,14,0.8565656565656565,0.013170105869096277,5
4,deepseek-chat,rule_based,15,0.9191919191919192,0.0,1
4,gpt-4o,combined,0,0.1919191919191919,0.0,1
4,gpt-4o,combined,1,0.2666666666666667,0.01151692348584986,5
4,gpt-4o,combined,2,0.29292929292929293,0.012371160317086741,5
4,gpt-4o,combined,3,0.4242424242424242,0.012371160317086759,5
4,gpt-4o,combined,4,0.33535353535353535,0.011065102171821498,5
4,gpt-4o,combined,5,0.4444444444444445,0.029449251994168188,5
4,gpt-4o,combined,6,0.40808080808080804,0.029964438331699688,5
4,gpt-4o,combined,7,0.5454545454545454,0.007142492739258042,5
4,gpt-4o,combined,8,0.3090909090909091,0.018349396085439347,5
4,gpt-4o,combined,9,0.4545454545454545,0.007142492739258069,5
4,gpt-4o,combined,10,0.41010101010101013,0.015318940291013274,5
4,gpt-4o,combined,11,0.5393939393939394,0.020945900356896703,5
4,gpt-4o,combined,12,0.4525252525252525,0.023033846971699783,5
4,gpt-4o,combined,13,0.602020202020202,0.020945900356896703,5
4,gpt-4o,combined,14,0.5414141414141413,0.005532551085910766,5
4,gpt-4o,combined,15,0.6868686868686869,0.0,1
4,gpt-4o,few_shot,0,0.5050505050505051,0.0,1
4,gpt-4o,few_shot,1,0.5555555555555556,0.01889725952916132,5
4,gpt-4o,few_shot,2,0.608080808080808,0.013170105869096315,5
4,gpt-4o,few_shot,3,0.608080808080808,0.013170105869096312,5
4,gpt-4o,few_shot,4,0.5434343434343434,0.018069236181816457,5
4,gpt-4o,few_shot,5,0.5898989898989899,0.01151692348584986,5
4,gpt-4o,few_shot,6,0.5818181818181818,0.02325427158226533,5
4,gpt-4o,few_shot,7,0.593939393939394,0.01942968087037511,5
4,gpt-4o,few_shot,8,0.5878787878787879,0.013170105869096255,5
4,gpt-4o,few_shot,9,0.6282828282828283,0.016597653257732325,5
4,gpt-4o,few_shot,10,0.6848484848484848,0.008451111379132053,5
4,gpt-4o,few_shot,11,0.6767676767676768,0.012371160317086755,5
4,gpt-4o,few_shot,12,0.5818181818181818,0.011516923485849848,5
4,gpt-4o,few_shot,13,0.6323232323232324,0.011516923485849904,5
4,gpt-4o,few_shot,14,0.6383838383838384,0.008451111379132093,5
4,gpt-4o,few_shot,15,0.6464646464646465,0.0,1
4,gpt-4o,rule_based,0,0.1616161616161616,0.0,1
4,gpt-4o,rule_based,1,0.32727272727272727,0.020945900356896682,5
4,gpt-4o,rule_based,2,0.298989898989899,0.015318940291013279,5
4,gpt-4o,rule_based,3,0.4121212121212121,0.01498221916584987,5
4,gpt-4o,rule_based,4,0.3353535353535354,0.008451111379132034,5
4,gpt-4o,rule_based,5,0.46464646464646464,0.015971099293779746,5
4,gpt-4o,rule_based,6,0.4,0.0169022227582641,5
4,gpt-4o,rule_based,7,0.5313131313131313,0.015318940291013218,5
4,gpt-4o,rule_based,8,0.3616161616161616,0.018069236181816488,5
4,gpt-4o,rule_based,9,0.47676767676767684,0.011065102171821556,5
4,gpt-4o,rule_based,10,0.43838383838383843,0.009034618090908185,5
4,gpt-4o,rule_based,11,0.5636363636363637,0.01317010586909624,5
4,gpt-4o,rule_based,12,0.4909090909090909,0.020945900356896724,5
4,gpt-4o,rule_based,13,0.6,0.011516923485849904,5
4,gpt-4o,rule_based,14,0.5535353535353535,0.0194296808703751,5
4,gpt-4o,rule_based,15,0.6868686868686869,0.0,1
5,claude-sonnet-4-5-20250929,combined,0,0.3535353535353535,0.0,1
5,claude-sonnet-4-5-20250929,combined,1,0.3151515151515151,0.021898468069372533,5
5,claude-sonnet-4-5-20250929,combined,2,0.27474747474747474,0.008451111379132036,5
5,claude-sonnet-4-5-20250929,combined,3,0.30101010101010095,0.013170105869096253,5
5,claude-sonnet-4-5-20250929,combined,4,0.1939393939393939,0.008451111379132068,5
5,claude-sonnet-4-5-20250929,combined,5,0.15151515151515152,0.014284985478516112,5
5,claude-sonnet-4-5-20250929,combined,6,0.15757575757575756,0.016902222758264158,5
5,claude-sonnet-4-5-20250929,combined,7,0.494949494949495,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,0,0.5959595959595959,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,1,0.8727272727272727,0.00903461809090827,5
5,claude-sonnet-4-5-20250929,few_shot,2,0.7535353535353535,0.019690493625876646,5
5,claude-sonnet-4-5-20250929,few_shot,3,0.7979797979797979,0.010101010101010107,5
5,claude-sonnet-4-5-20250929,few_shot,4,0.7191919191919192,0.01659765325773229,5
5,claude-sonnet-4-5-20250929,few_shot,5,0.8161616161616163,0.008451111379132101,5
5,claude-sonnet-4-5-20250929,few_shot,6,0.6989898989898989,0.013170105869096274,5
5,claude-sonnet-4-5-20250929,few_shot,7,0.7171717171717171,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,0,0.06060606060606061,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,1,0.08282828282828283,0.00451730904545412,5
5,claude-sonnet-4-5-20250929,rule_based,2,0.09090909090909091,0.007142492739258046,5
5,claude-sonnet-4-5-20250929,rule_based,3,0.13131313131313133,0.007142492739258059,5
5,claude-sonnet-4-5-20250929,rule_based,4,0.09494949494949494,0.009034618090908235,5
5,claude-sonnet-4-5-20250929,rule_based,5,0.06262626262626263,0.004517309045454119,5
5,claude-sonnet-4-5-20250929,rule_based,6,0.0505050505050505,0.007142492739258055,5
5,claude-sonnet-4-5-20250929,rule_based,7,0.2323232323232323,0.0,1
5,deepseek-chat,combined,0,0.4444444444444444,0.0,1
5,deepseek-chat,combined,1,0.6202020202020202,0.005532551085910805,5
5,deepseek-chat,combined,2,0.5878787878787879,0.02189846806937253,5
5,deepseek-chat,combined,3,0.7797979797979797,0.0045173090454541185,5
5,deepseek-chat,combined,4,0.6080808080808081,0.004517309045454098,5
5,deepseek-chat,combined,5,0.696969696969697,0.00714249273925804,5
5,deepseek-chat,combined,6,0.7535353535353535,0.013551927136362345,5
5,deepseek-chat,combined,7,0.9090909090909091,0.0,1
5,deepseek-chat,few_shot,0,0.9191919191919192,0.0,1
5,deepseek-chat,few_shot,1,0.901010101010101,0.004517309045454077,5
5,deepseek-chat,few_shot,2,0.9272727272727274,0.004517309045454077,5
5,deepseek-chat,few_shot,3,0.9030303030303031,0.00903461809090829,5
5,deepseek-chat,few_shot,4,0.9272727272727274,0.004517309045454077,5
5,deepseek-chat,few_shot,5,0.9232323232323232,0.009034618090908227,5
5,deepseek-chat,few_shot,6,0.9292929292929293,0.0,5
5,deepseek-chat,few_shot,7,0.9292929292929293,0.0,1
5,deepseek-chat,rule_based,0,0.7474747474747475,0.0,1
5,deepseek-chat,rule_based,1,0.806060606060606,0.0045173090454541185,5
5,deepseek-chat,rule_based,2,0.793939393939394,0.00903461809090829,5
5,deepseek-chat,rule_based,3,0.8525252525252526,0.009034618090908227,5
5,deepseek-chat,rule_based,4,0.8181818181818181,0.0,5
5,deepseek-chat,rule_based,5,0.8686868686868687,0.0,5
5,deepseek-chat,rule_based,6,0.8020202020202021,0.00903461809090829,5
5,deepseek-chat,rule_based,7,0.9292929292929293,0.0,1
5,gpt-4o,combined,0,0.1818181818181818,0.0,1
5,gpt-4o,combined,1,0.4161616161616162,0.013170105869096328,5
5,gpt-4o,combined,2,0.3656565656565656,0.016597653257732346,5
5,gpt-4o,combined,3,0.46464646464646464,0.01237116031708679,5
5,gpt-4o,combined,4,0.3333333333333333,0.015971099293779673,5
5,gpt-4o,combined,5,0.48484848484848486,0.015971099293779722,5
5,gpt-4o,combined,6,0.45858585858585854,0.01151692348584992,5
5,gpt-4o,combined,7,0.5353535353535354,0.0,1
5,gpt-4o,few_shot,0,0.5252525252525253,0.0,1
5,gpt-4o,few_shot,1,0.5131313131313131,0.02515131231916915,5
5,gpt-4o,few_shot,2,0.43232323232323233,0.013170105869096267,5
5,gpt-4o,few_shot,3,0.48484848484848486,0.020202020202020225,5
5,gpt-4o,few_shot,4,0.48686868686868695,0.008451111379132056,5
5,gpt-4o,few_shot,5,0.5212121212121212,0.009034618090908272,5
5,gpt-4o,few_shot,6,0.501010101010101,0.005532551085910805,5
5,gpt-4o,few_shot,7,0.5050505050505051,0.0,1
5,gpt-4o,rule_based,0,0.1818181818181818,0.0,1
5,gpt-4o,rule_based,1,0.40202020202020206,0.021898468069372536,5
5,gpt-4o,rule_based,2,0.31111111111111106,0.013170105869096277,5
5,gpt-4o,rule_based,3,0.4626262626262626,0.013170105869096302,5
5,gpt-4o,rule_based,4,0.37575757575757573,0.02802916550608406,5
5,gpt-4o,rule_based,5,0.5232323232323233,0.018069236181816453,5
5,gpt-4o,rule_based,6,0.3919191919191919,0.0165976532577323,5
5,gpt-4o,rule_based,7,0.5757575757575758,0.0,1
