model,grade,prompt,skill_idx,q0,r_i,k,r_max,efficiency,offTarget_eff
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.04347826086956519,1,0.717391304347826,,0.060606060606060566
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.9565217391304347,0,0.7282608695652174,1.3134328358208953,
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,1.0,0,0.75,1.3333333333333333,
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.9565217391304348,0,0.717391304347826,1.3333333333333335,
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.0,1,0.7282608695652174,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,1.0,0,0.75,1.3333333333333333,
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.04347826086956519,1,0.717391304347826,,0.060606060606060566
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.0,1,0.7282608695652174,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,1.0,0,0.75,1.3333333333333333,
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.9565217391304348,0,0.717391304347826,1.3333333333333335,
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.9130434782608696,0,0.7282608695652174,1.2537313432835822,
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.0,1,0.75,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.0,1,0.717391304347826,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.9565217391304347,0,0.7282608695652174,1.3134328358208953,
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.0,1,0.75,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.9130434782608696,0,0.717391304347826,1.272727272727273,
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.0,1,0.7282608695652174,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.04166666666666663,1,0.75,,0.055555555555555504
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.0,1,0.6388888888888888,,0.0
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.958,0.0,1,0.7390396659707724,,0.0
gpt-4o,4,explicit_decision,3,0.625,0.0,1,0.6,,0.0
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.958,0.6955462769659011,0,0.7390396659707724,0.9411487758945385,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.5,0,0.5535714285714286,0.9032258064516129,
gpt-4o,4,explicit_decision,2,0.958,0.5650661099512874,0,0.7390396659707724,0.7645951035781544,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.958,0.5650661099512874,0,0.7390396659707724,0.7645951035781544,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.11111111111111104,1,0.6388888888888888,,0.17391304347826075
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.958,0.6085594989561587,0,0.7390396659707724,0.8234463276836159,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.5555555555555555,0,0.6388888888888888,0.8695652173913043,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.958,0.3475991649269311,1,0.7390396659707724,,0.4703389830508475
gpt-4o,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.7142857142857143,0,0.5535714285714286,1.2903225806451613,
gpt-4o,4,explicit_decision,2,0.958,0.3910925539318023,1,0.7390396659707724,,0.5291902071563088
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6111111111111112,0,0.6388888888888888,0.9565217391304349,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.958,0.21711899791231729,1,0.7390396659707724,,0.29378531073446323
gpt-4o,4,explicit_decision,3,0.625,0.9333333333333333,0,0.6,1.5555555555555556,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.11111111111111104,1,0.6388888888888888,,0.17391304347826075
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.958,0.30410577592205984,1,0.7390396659707724,,0.4114877589453861
gpt-4o,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6111111111111112,0,0.6388888888888888,0.9565217391304349,
gpt-4o,4,explicit_decision,1,0.56,0.5714285714285715,0,0.5535714285714286,1.0322580645161292,
gpt-4o,4,explicit_decision,2,0.958,0.65205288796103,0,0.7390396659707724,0.8822975517890773,
gpt-4o,4,explicit_decision,3,0.625,0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.22222222222222224,1,0.6388888888888888,,0.3478260869565218
gpt-4o,4,explicit_decision,1,0.56,0.7142857142857143,0,0.5535714285714286,1.2903225806451613,
gpt-4o,4,explicit_decision,2,0.958,0.5650661099512874,0,0.7390396659707724,0.7645951035781544,
gpt-4o,4,explicit_decision,3,0.625,-0.1333333333333334,1,0.6,,0.22222222222222232
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.958,0.5650661099512874,0,0.7390396659707724,0.7645951035781544,
gpt-4o,4,explicit_decision,3,0.625,-0.1333333333333334,1,0.6,,0.22222222222222232
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.22222222222222224,1,0.6388888888888888,,0.3478260869565218
gpt-4o,4,explicit_decision,1,0.56,0.14285714285714296,1,0.5535714285714286,,0.2580645161290324
gpt-4o,4,explicit_decision,2,0.958,0.6085594989561587,0,0.7390396659707724,0.8234463276836159,
gpt-4o,4,explicit_decision,3,0.625,0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.5555555555555555,0,0.6388888888888888,0.8695652173913043,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.958,0.3475991649269311,1,0.7390396659707724,,0.4703389830508475
gpt-4o,4,explicit_decision,3,0.625,-0.2,1,0.6,,0.33333333333333337
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.7857142857142857,0,0.5535714285714286,1.4193548387096773,
gpt-4o,4,explicit_decision,2,0.958,0.3475991649269311,1,0.7390396659707724,,0.4703389830508475
gpt-4o,4,explicit_decision,3,0.625,-0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.7222222222222222,0,0.6388888888888888,1.1304347826086958,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.958,0.30410577592205984,1,0.7390396659707724,,0.4114877589453861
gpt-4o,4,explicit_decision,3,0.625,0.0,1,0.6,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.0,1,0.67,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.0,1,0.7155172413793104,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.9032258064516129,0,0.7338709677419355,1.2307692307692306,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.92,0,0.67,1.373134328358209,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7931034482758621,0,0.7155172413793104,1.108433734939759,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.84,0,0.67,1.253731343283582,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7241379310344828,0,0.7155172413793104,1.0120481927710843,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.9032258064516129,0,0.7338709677419355,1.2307692307692306,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.039999999999999966,1,0.67,,0.059701492537313376
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7586206896551724,0,0.7155172413793104,1.0602409638554215,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.0,1,0.67,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7931034482758621,0,0.7155172413793104,1.108433734939759,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.935483870967742,0,0.7338709677419355,1.2747252747252749,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.9600000000000001,0,0.67,1.4328358208955223,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.0,1,0.7155172413793104,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.8,0,0.67,1.1940298507462686,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.03448275862068963,1,0.7155172413793104,,0.04819277108433731
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.8709677419354839,0,0.7338709677419355,1.1868131868131868,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.07999999999999993,1,0.67,,0.11940298507462675
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.03448275862068963,1,0.7155172413793104,,0.04819277108433731
gpt-4o,5,explicit_decision,0,0.696969696969697,0.0,1,0.641304347826087,,0.0
gpt-4o,5,explicit_decision,1,0.424242,0.0,1,0.41071369642798217,,0.0
gpt-4o,5,explicit_decision,2,0.60606,0.0,1,0.5874995874995875,,0.0
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8260869565217391,0,0.641304347826087,1.2881355932203389,
gpt-4o,5,explicit_decision,1,0.424242,0.2142849285706429,0,0.41071369642798217,0.5217379659706999,
gpt-4o,5,explicit_decision,2,0.60606,0.54999954999955,0,0.5874995874995875,0.9361701041193262,
gpt-4o,5,explicit_decision,0,0.696969696969697,-0.13043478260869554,1,0.641304347826087,,0.20338983050847437
gpt-4o,5,explicit_decision,1,0.424242,0.2142849285706429,0,0.41071369642798217,0.5217379659706999,
gpt-4o,5,explicit_decision,2,0.60606,0.5999995999996001,0,0.5874995874995875,1.0212766319602247,
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8695652173913043,0,0.641304347826087,1.3559322033898302,
gpt-4o,5,explicit_decision,1,0.424242,0.14285628571342857,1,0.41071369642798217,,0.3478244990509542
gpt-4o,5,explicit_decision,2,0.60606,0.64999964999965,0,0.5874995874995875,1.106383159801123,
gpt-4o,5,explicit_decision,0,0.696969696969697,-0.043478260869565175,1,0.641304347826087,,0.06779661016949146
gpt-4o,5,explicit_decision,1,0.424242,0.07142764285621434,1,0.41071369642798217,,0.1739110321312088
gpt-4o,5,explicit_decision,2,0.60606,0.64999964999965,0,0.5874995874995875,1.106383159801123,
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8695652173913043,0,0.641304347826087,1.3559322033898302,
gpt-4o,5,explicit_decision,1,0.424242,0.3571422142850715,0,0.41071369642798217,0.8695648998101909,
gpt-4o,5,explicit_decision,2,0.60606,-1.000000999957591e-06,1,0.5874995874995875,,1.7021305567440812e-06
gpt-4o,5,explicit_decision,0,0.696969696969697,0.043478260869565334,1,0.641304347826087,,0.0677966101694917
gpt-4o,5,explicit_decision,1,0.424242,0.28571357142785714,0,0.41071369642798217,0.6956514328904453,
gpt-4o,5,explicit_decision,2,0.60606,0.04999904999904999,1,0.5874995874995875,,0.08510482571034161
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8260869565217391,0,0.641304347826087,1.2881355932203389,
gpt-4o,5,explicit_decision,1,0.424242,0.2142849285706429,1,0.41071369642798217,,0.5217379659706999
gpt-4o,5,explicit_decision,2,0.60606,-1.000000999957591e-06,1,0.5874995874995875,,1.7021305567440812e-06
